Player,Team,Opponent,Week,Passing_Attempts,Completions,Passing_Yards,Yards_Per_Attempt,Passing_TDs,Interceptions,INT_Rate_%,Sacks,Sack_Rate_%,True_Rushing_Yards,Yards_Lost_From_Sacks
Sawyer Robertson,Baylor,Auburn,1,48,27,419,8.73,3,0,0.00,4,8.33,0,19
