Player,Team,Opponent,Week,Passing_Attempts,Completions,Passing_Yards,Yards_Per_Attempt,Passing_TDs,Interceptions,INT_Rate_%,Sacks,Sack_Rate_%,True_Rushing_Yards,Yards_Lost_From_Sacks
Bryce Underwood,Michigan,New Mexico,1,31,21,251,8.10,1,0,0.00,2,6.45,0,5
