Player,Team,Opponent,Week,Passing_Attempts,Completions,Passing_Yards,Yards_Per_Attempt,Passing_TDs,Interceptions,INT_Rate_%,Sacks,Sack_Rate_%,True_Rushing_Yards,Yards_Lost_From_Sacks
Thomas Castellanos,Florida State,Alabama,1,14,9,152,10.86,0,0,0.00,0,0.00,78,0
