Player,Team,Opponent,Week,Passing_Attempts,Completions,Passing_Yards,Yards_Per_Attempt,Passing_TDs,Interceptions,INT_Rate_%,Sacks,Sack_Rate_%,True_Rushing_Yards,Yards_Lost_From_Sacks
Avery Johnson,Kansas State,Iowa State,0,30,21,273,9.10,2,0,0.00,0,0.00,21,0
