Player,Team,Opponent,Week,Passing_Attempts,Completions,Passing_Yards,Yards_Per_Attempt,Passing_TDs,Interceptions,INT_Rate_%,Sacks,Sack_Rate_%,True_Rushing_Yards,Yards_Lost_From_Sacks
Sam Leavitt,Arizona State,Northern Arizona,1,39,25,257,6.59,2,1,2.56,2,5.13,94,21
