Player,Team,Opponent,Week,Passing_Attempts,Completions,Passing_Yards,Yards_Per_Attempt,Passing_TDs,Interceptions,INT_Rate_%,Sacks,Sack_Rate_%,True_Rushing_Yards,Yards_Lost_From_Sacks
John Mateer,Oklahoma,Illinois State,1,37,30,392,10.59,3,1,2.70,1,2.70,28,4
